z mb dmb x1 dx1 c dc l b true_mb true_x1 true_c
5.341159536639574767e-01 2.299873044611726769e+01 1.260088677131451784e-01 -7.637695932617671879e-01 6.626647386526509642e-01 2.029668788224608250e-02 5.048202015748715771e-02 2.300669531266886558e+00 -1.070399921946272537e+00 2.303987234751454594e+01 -2.330071012507523576e-01 -1.493116221848506987e-02
3.006790498028221181e-01 2.154063464533915351e+01 1.139813287714487727e-01 9.078535474073392564e-01 5.665399388509975154e-01 1.557749834947856973e-02 4.445968246211969011e-02 7.732413538586799806e-01 -4.375647679523759770e-01 2.152614969432876180e+01 4.434253021231626679e-01 2.216802479326600295e-02
4.344792735255413318e-01 2.238278924820565408e+01 7.293645732076360633e-02 -8.248942167502246736e-01 2.020528895401668690e-01 -5.529059969378893186e-02 3.170171714145669783e-02 2.901035836134693291e+00 -1.167800826505839940e+00 2.244023237879618904e+01 -1.297909462681307469e+00 -3.184376328466287376e-02
2.106630749296345417e-03 1.040447168534613454e+01 1.056760851788974970e-01 -1.735752262500636967e+00 5.712367372251386799e-01 -6.612200482892237330e-02 5.233811388916043833e-02 2.761073084441183934e+00 -1.023726580582780210e+00 1.036343870214309071e+01 -4.034137262098193566e-01 -5.747131589175857869e-02
2.384922861576340147e-01 2.078986508498153185e+01 1.130047344961309930e-01 1.578629699699204858e+00 1.039065165305623484e-01 -6.939469348106500068e-02 3.818113399608039776e-02 2.777951875075875154e+00 5.290416852419284055e-01 2.073534807197405883e+01 1.485723794118675167e+00 -9.011014871952716110e-02
4.807351030297586369e-01 2.259918508609771592e+01 1.290190657590211676e-01 5.912988525711244669e-01 5.897881013653105686e-01 -1.314676241085314390e-01 3.519042265145480575e-02 5.941263421592484217e-01 -3.846570608121160917e-01 2.270493914991806150e+01 5.375406341866881821e-01 -5.664795686351607046e-02
5.638341108856522732e-01 2.302802412992130954e+01 1.325842439933788697e-01 1.604373435243294344e+00 2.860255251218740691e-01 6.945036119192996016e-02 4.774112348508338655e-02 3.496584848547783508e+00 -3.810466292696031987e-01 2.310093458106909381e+01 1.308216182478719736e+00 3.904194275642954015e-02
3.159005881178985620e-01 2.182802638507543591e+01 1.199755273159647667e-01 -1.066673699198811276e-01 3.149545298483193423e-01 1.213629765807550109e-01 2.926372635365388081e-02 1.894886935321168808e+00 -1.024583103457946232e+00 2.190536069995882329e+01 3.129307638292058713e-01 1.023676387664505388e-01
6.532556414893466723e-01 2.356403502998186994e+01 8.708271386225538424e-02 -8.292051738397067107e-01 1.036877213212261395e-01 -1.342119284357783660e-01 4.238732993568852803e-02 7.317109301711159641e-02 -1.342909154715113129e-01 2.332430097987230866e+01 -8.501103725338067241e-01 -1.174630011581612038e-01
6.476510483670716578e-01 2.387066609414099716e+01 1.149280912588270254e-01 -8.010835399477631569e-01 2.520426860776352473e-01 5.201049955445052192e-02 3.462899798632728537e-02 9.976318010847829987e-01 -3.113280513589204435e-01 2.392186946900492117e+01 -9.640672014536766365e-01 4.376004035640287948e-02
5.601060265641626401e-01 2.346429561845013723e+01 1.055651537358553438e-01 9.952812088193123685e-01 4.569713258951054735e-01 3.060548421376994843e-02 2.502434162547388652e-02 3.282553693274252726e+00 2.708214708700175111e-01 2.326321529342481398e+01 1.222259287873937561e+00 6.798466512566885001e-02
4.346769612239140823e-01 2.195435076448206857e+01 1.451009144128663775e-01 9.199851700800425469e-01 3.723836264336443658e-01 -9.404708233010664054e-02 2.447878543226991721e-02 7.472215955716952074e-01 -1.706012747791624540e-01 2.211596809694817622e+01 1.104774335963398135e+00 -7.180518609520769591e-02
6.249604029085849000e-01 2.408030095985679608e+01 1.257312858923680943e-01 -2.282446720889312441e+00 3.445957046305345717e-01 7.650901817707136954e-02 3.484994813954892662e-02 3.321524564132250390e+00 -9.177778546563699624e-01 2.394526745449632443e+01 -2.352490938128406928e+00 3.464078200148851261e-02
5.770821187428086807e-01 2.335431782915605581e+01 1.249540226340342536e-01 2.179295815921544310e+00 2.116995850977391180e-01 1.593886860917180792e-01 6.367696884013837599e-02 3.198043998597672299e+00 -7.852936227300085781e-01 2.326348899702839290e+01 1.887330701375071751e+00 1.008171379570397125e-01
1.286679550654931115e-01 1.962809423345418125e+01 1.658690140617202491e-01 5.080461711616975906e-01 4.613366446600766224e-01 -9.765682792847338312e-02 4.270516433209981672e-02 4.222080860304780359e+00 5.937029112805247699e-01 1.923535806637102397e+01 3.320771322230093858e-01 -6.104146412237541203e-02
3.513734455392353295e-02 1.628224741064689240e+01 1.190488664118978940e-01 2.088846353709853609e+00 4.092590153012753973e-01 -9.427354025669826276e-02 3.812357102784975915e-02 3.455302156542131797e+00 -2.219535988717575570e-01 1.631869202657352957e+01 1.946320449832637411e+00 -2.181059599714848043e-02
2.514514374207389436e-01 2.100997907796415376e+01 1.260796214221014400e-01 3.740925735766204019e-02 5.207338825245645397e-01 -9.100902929112114625e-05 1.826690782506666319e-02 2.867202385957012822e+00 -1.018730350095159221e+00 2.110654651988171082e+01 4.156836747878345922e-02 5.078484007540272349e-02
1.507940869436130982e-01 1.978764190207839846e+01 1.249570000849024171e-01 9.515029377273103162e-01 9.010290573919033097e-02 -4.171217427059768779e-02 5.138542880901791898e-02 3.526858077919043044e+00 -6.527983327237895095e-01 1.974339872481947111e+01 1.121124467313308282e+00 -3.208952122425478420e-02
8.445064953579979328e-01 2.395281151547902709e+01 1.287892380408625637e-01 1.618220773830738590e+00 1.315576167600817359e-01 -4.179428214797131780e-02 2.936067723554405470e-02 3.124484834282751589e+00 -7.419876031576424502e-01 2.387098519673787678e+01 1.894020336827141548e+00 -6.034580597866183449e-02
4.859583055900856818e-01 2.249650913401514174e+01 1.320239825498191744e-01 2.118161423604974225e-01 1.395093554012944714e-01 -1.033887270009186121e-01 4.317384248661403773e-02 2.439783760159393577e-01 -7.866610539026573645e-02 2.258580668640740541e+01 8.458793312859444469e-02 -1.210598971355666131e-01
8.163937421860083532e-01 2.439628849933337307e+01 9.160120288046370851e-02 -4.868391665289217851e-01 4.919133590828794755e-02 2.104157069606113831e-02 2.710742772642604076e-02 3.752475975262644425e+00 2.022646416768809075e-01 2.436631061742719240e+01 -3.646790607843570231e-01 4.603850859260687212e-02
1.027468075921815494e-01 1.926442037244599348e+01 1.184985827264441599e-01 -5.079147651314781520e-01 1.351680094786328334e-01 8.867770969673409442e-02 6.371190763053796724e-02 1.312142839607858935e+00 9.155640167103372695e-01 1.908347571774852014e+01 -3.951324962360793225e-01 4.867595761281026667e-03
2.504628034536639514e-01 2.081504287782711060e+01 1.192599927696954276e-01 -3.859813076090017891e-01 3.309743139255529321e-01 -3.362640332052733994e-02 2.664661790001752323e-02 3.536653537948245329e+00 -1.114366831085789045e-01 2.096834702089056535e+01 -3.006449599219706559e-01 -3.849687151167091592e-02
2.780525371646825894e-01 2.128663792025942314e+01 1.108213176997545346e-01 -5.774251475794340838e-01 8.593453206050705173e-03 1.801498071879614055e-02 2.211926655665500188e-02 1.405022821098599550e+00 -1.005474259852202179e+00 2.141101188094923202e+01 -5.793950826342891824e-01 2.450461172153983042e-02
6.680910471907004489e-01 2.376165377226460862e+01 1.142242551320763744e-01 6.497197581765070673e-01 2.475757631323724506e-01 -6.480851207458843133e-02 6.122120461077203146e-02 1.305983232184444010e+00 -7.480526994394246509e-01 2.371094260021688527e+01 5.196364500795626062e-01 6.030154209177324143e-03
4.358157234165842553e-01 2.271542400172884868e+01 1.191569492929864249e-01 4.226744973999567168e-01 5.762388313652416771e-01 -5.628675589374892291e-03 5.307143618127817958e-02 9.179444325297113627e-01 -8.816824967089779141e-01 2.255343358163744227e+01 2.802576204835016682e-01 -2.621496884519907908e-02
2.404019100882521520e-01 2.136928886526614946e+01 1.188895483197869446e-01 6.833931901627525729e-01 2.030536221637507244e-01 1.060443657633437231e-01 4.972975182970610503e-02 3.985905605976507005e+00 1.052020788818677444e+00 2.117002060008559639e+01 8.125581203429770305e-01 6.148836533557233697e-02
4.240682578983446249e-01 2.247047290379365236e+01 1.147909980510209704e-01 -9.785363102591524420e-01 2.241729340127713299e-01 -1.978215826167987745e-01 5.828342163885660843e-02 1.022318028159431069e+00 -6.421216514083262217e-01 2.239823349248865014e+01 -1.166328924381024645e+00 -7.628981257866571108e-02
4.857639083228519339e-01 2.260383241444717939e+01 1.059135631870490729e-01 -4.715735663295109736e-01 1.638288926189628292e-01 4.283637431595506417e-02 5.071348750826500107e-02 6.877744387527208181e-01 -1.179058752400268806e-01 2.279667546633057285e+01 -6.177496160834239358e-01 2.041256383675046221e-02
4.006435424676167978e-01 2.226025057252836703e+01 1.427446078173947308e-01 1.024756334893007492e-01 1.942129516804974587e-02 1.477384538313499807e-01 5.220877282414073534e-02 6.536782932412145142e-01 1.020740466388123519e-01 2.239899747001366848e+01 1.024755706160266899e-01 7.793234970346023249e-02
1.823524224268483762e-01 1.999135774964137724e+01 9.744469311927317356e-02 -1.415886861565875954e-01 5.856674182208014834e-01 -7.925216319787475872e-02 3.340634708293377386e-02 1.126639024755062168e+00 -1.238208486359505534e+00 2.004058447090028494e+01 -1.816132031435508387e-01 -9.953174032584140296e-02
3.992318325392641976e-01 2.228106695303609541e+01 1.486468184193016906e-01 7.143901267047365611e-01 5.221625581075211020e-01 3.167995430357507802e-02 2.882471062954870822e-02 6.025962304369146594e+00 -2.343449697696670386e-01 2.233048056965808570e+01 -1.125833201471015260e-02 -1.699457590684025701e-02
3.445948110790651997e-01 2.202344202724526667e+01 1.303614599735344604e-01 1.200027075278211175e+00 3.281551010818440917e-01 5.134780042969959435e-03 5.288488816068296489e-02 3.257584450509265039e+00 -6.540166632647806955e-01 2.182900802445233879e+01 1.414015544462326579e+00 6.014651248555293039e-02
5.132829338899187466e-01 2.291269268195449982e+01 1.129293304576478862e-01 4.839857458951972724e-01 2.859922206799009325e-01 -4.614707075292316663e-02 5.030800391894259954e-02 1.241504055840553677e+00 -7.865419118870429216e-01 2.292596791983400450e+01 4.331167987779680484e-01 8.312523403566869640e-03
2.537149058912251398e-01 2.058278597989876957e+01 1.144553880035777960e-01 2.306238160945945026e+00 7.208939979776135543e-01 -1.025158742706758774e-01 5.994941127247680607e-02 3.456687636891665250e+00 8.660809068914666620e-01 2.066735747094926268e+01 1.682069923503686892e+00 -9.596152554451285732e-02
6.253824615715206647e-01 2.356018663853895490e+01 1.332002146123286712e-01 -9.187845956161625471e-01 1.442118017866864110e-01 4.521506556565041413e-02 5.336932692882082052e-02 2.260064132164653294e+00 1.273649318615252657e+00 2.362387757782413544e+01 -9.997254623851883348e-01 2.054311551050265472e-02
7.224034643718413307e-01 2.380740412046707632e+01 1.322667120398484664e-01 -9.210046902555153459e-01 4.895375323677189083e-01 6.247534190565915552e-02 2.079394623525728306e-02 2.140663230195831712e+00 -8.901716788071055708e-01 2.379129486893968348e+01 -2.421066796867294563e-02 7.431819611856677055e-02
5.838134210314180894e-01 2.373017310092534515e+01 1.311549283020151946e-01 -8.565997085592074178e-01 1.496779692273582374e-01 6.509965809259619929e-02 1.361024813427654662e-02 4.204695120099392724e+00 6.539786313912777649e-01 2.354263315362776510e+01 -9.545258392762294708e-01 4.998324260689920862e-02
6.808428323710928876e-01 2.373268548493665975e+01 1.081408131346403845e-01 -9.664768149271077968e-01 2.157720128314954966e-01 -6.524078290581662720e-02 6.874591071879909698e-02 3.842884764473414094e+00 -6.241940147110180970e-01 2.374496780518883199e+01 -9.430074846416361956e-01 -2.543321562492356636e-02
4.283881176816174419e-01 2.269148750250731084e+01 1.445570671878547431e-01 -7.648838253609988591e-01 3.630461429841857490e-01 -3.047076412504080151e-02 3.179731127714569006e-02 3.855212771394042282e+00 2.637940155581138812e-01 2.252485937613456812e+01 -8.841021465055621809e-01 -1.710927993600324867e-02
2.554965192863420387e-01 2.088928894090294719e+01 1.075057878689966995e-01 -1.520719712516722888e+00 2.475106695025955372e-01 -1.702383514703954270e-01 3.748075150177501008e-02 7.689185510472161811e-01 -5.496620714877282765e-01 2.104902331052482012e+01 -1.108153731120299579e+00 -1.583468347768512419e-01
9.618156807205566206e-02 1.897371258519866188e+01 9.638350709389756354e-02 2.567931160286129888e-02 4.597416982967170718e-01 -6.585642811349931569e-02 2.138632443969791172e-02 5.393028436511644763e+00 7.224959834449284912e-01 1.872690477344108473e+01 8.694161909082361861e-01 -3.134333842732339726e-02
2.862184767622119042e-01 2.093420041814722410e+01 1.131084230040753091e-01 -3.454651889937605524e-01 1.868799025564288341e-02 -2.041747433942512069e-01 5.762130487292443232e-02 3.701353484851939601e+00 -1.686719172039920223e-03 2.095694339847840837e+01 -3.008456789822155364e-01 -1.853581009665228874e-01
4.855408803348172375e-01 2.314868612793841152e+01 1.016645072204325345e-01 -7.115494597524292253e-01 5.443096787786116941e-01 3.505009596914947928e-02 2.988741730417163872e-02 2.927978468865841233e+00 -1.163496600142143178e+00 2.300781206638608722e+01 -4.423259542102037090e-01 1.690300722113392828e-02
6.622351575797678080e-01 2.298010856852150141e+01 1.405592141198642731e-01 1.723903466603086576e+00 2.355193223285848569e-01 -2.487501285215001079e-01 3.412151573834525109e-02 1.542165472635252388e-01 -3.140767597170670555e-01 2.290810440551022253e+01 1.668726434417632909e+00 -2.107918906196440401e-01
2.794747907870281933e-01 2.126210422851530879e+01 1.179677901737226087e-01 1.514165856041139069e+00 2.550418902658190823e-01 -3.813646820616391209e-02 3.176437100773893407e-02 3.131936699989497530e+00 -8.178129152388875500e-01 2.128152217130640267e+01 8.323238926217616518e-01 -5.009744965093811120e-02
3.868682797484609970e-01 2.172122786979186770e+01 1.290723762931698382e-01 2.693016425184187490e+00 1.361653368741859160e-01 7.036264324597529818e-02 5.374412147023018005e-02 2.625738651679513147e+00 -9.471973703252241084e-01 2.178654866166337456e+01 2.760942008836551498e+00 3.342402757592345675e-02
8.772290654154806244e-01 2.442707941066231214e+01 1.333459053775537528e-01 4.030045795347559912e-01 3.091546526664818439e-01 2.313760510884256549e-02 3.754525341860853044e-02 7.676311463709937222e-01 -1.752320627436606826e-01 2.449072501069813868e+01 3.501643846924754611e-01 7.702204300072604259e-02
1.307460106047502180e-01 1.906133430369331805e+01 1.028723128548077459e-01 -4.317971633934861719e-01 4.731749280257510626e-01 -1.700450672650679618e-01 5.155778821164914288e-02 7.316453655502861420e-01 -9.719878632591032463e-01 1.913231398018609042e+01 -2.807304025380563117e-01 -1.693695019530420121e-01
3.157944288544093925e-01 2.150911328789941379e+01 7.860542637051237680e-02 1.723180797991490820e+00 3.331377294021010682e-01 3.702731087418659195e-02 3.610076627814775424e-02 2.320204260649228800e+00 1.112809989813498657e+00 2.148362727866036082e+01 1.402790039467020078e+00 -4.583954257943421290e-03
6.463798211486363465e-01 2.360871193486807584e+01 1.115803420215209923e-01 8.592438203435410760e-01 6.182491779392540465e-01 -6.873881122372653418e-02 3.827443245431297325e-02 3.997510362505842352e+00 -5.426999763736750637e-01 2.353362982950726945e+01 1.105391825016492913e+00 -4.260506618677335766e-02
6.528857556654039662e-01 2.366994798918033283e+01 1.288043551305892986e-01 -2.077822228663584458e-01 3.316440798915465393e-01 1.573198526221770283e-02 4.647061428394572147e-02 8.159411948273961324e-01 -3.539135401557116367e-01 2.367445490949510045e+01 -5.996776728248423005e-01 5.241738416810148848e-02
1.703655500597293371e-01 2.012273974904184826e+01 6.108786001815514483e-02 -1.369711440689678761e-01 2.483201697956848863e-01 -6.009017393458927769e-02 4.928291359927401694e-02 3.093989484312956950e+00 5.363628191722756844e-01 2.009577380805570357e+01 -2.410234173852033313e-01 -6.408938615278575446e-02
6.047592358398043988e-01 2.321596393579319795e+01 1.362946845150299624e-01 -6.822433575496648084e-01 3.369188317970903124e-01 -8.716390458430367527e-02 4.213486785343462798e-02 4.081705293616595398e+00 4.332460413142351641e-01 2.328547092265602458e+01 -9.053283694640172907e-01 -1.058413248862710987e-01
3.588090738714947991e-01 2.212855782622935408e+01 1.044091752240270260e-01 -6.821788578367539158e-01 5.664077569973163806e-01 3.283444899079755730e-02 2.375203369550118321e-02 3.328397133189493928e+00 -6.074012347762306474e-01 2.235518729000965976e+01 -1.592931677686659775e+00 1.912279721386742765e-02
2.065082113231599403e-01 2.092032664927507568e+01 1.261784184302016665e-01 -1.958674483679157419e+00 6.905581203009474311e-01 8.405554401716122670e-02 2.981143653369803387e-02 3.613134932777768427e+00 -2.361084463641543174e-01 2.089961089510196857e+01 -6.668683848778379497e-01 3.540697918988368331e-02
3.596549591832602921e-01 2.175510667265644571e+01 1.223730345866108071e-01 9.640471321285847273e-01 2.378735440922970235e-01 -5.415364787855760087e-02 5.142978453444998349e-02 6.538442938553171713e-01 -7.676506051392033569e-01 2.180005694400474425e+01 1.196044829405074061e+00 -4.050842914230875363e-02
2.275055312443291511e-02 1.474858549399685614e+01 1.194897635224804050e-01 4.199905153622770504e-01 3.307723532028145064e-01 -2.142495949505387465e-01 2.923285869586268043e-02 3.625019635471039336e+00 -3.697076358229468007e-01 1.487985303509083224e+01 1.277732189097055215e+00 -2.144624383600545747e-01
6.195797324741720846e-01 2.302082896285819658e+01 1.316599573118449606e-01 8.075883239067761510e-01 3.721510473671215680e-01 -1.608373580972569106e-01 3.069315103640876674e-02 5.086337336568146128e+00 1.085750599563836127e+00 2.307261496748630591e+01 7.705981063382149054e-01 -1.052751245001228853e-01
3.608661460764661100e-01 2.236173607299823729e+01 1.028899574105262282e-01 -2.245230499482482878e-01 5.143255058677105307e-01 6.977662529912176392e-02 5.540815387322503560e-02 2.670625153734967339e-01 -1.114454360358645202e+00 2.227779669876015944e+01 -4.532989202023642306e-01 6.715302746085678731e-02
2.418809891159413583e-01 2.133785106023212563e+01 9.862083175594819895e-02 -8.822235281924488692e-01 4.622813701340972026e-02 8.891438509511363775e-02 4.135342987102366002e-02 5.647985182281475502e+00 -9.864179985919500071e-01 2.141263819855527473e+01 -9.190558368258109345e-01 7.367031871069723570e-02
5.948614346761554872e-02 1.745335256059279416e+01 1.065342926844836668e-01 -3.788931230368161041e-01 3.294270485257238534e-01 -9.920486501559024062e-02 2.613146542450731080e-02 6.888716358876307844e-01 -1.741727459988574589e-01 1.741611616834826393e+01 2.217143074078625764e-01 -7.561130727634898796e-02
1.746189121067737160e-01 1.994704074046494924e+01 1.145901437274028656e-01 -4.430726792863041164e-01 2.492754317289994637e-01 -6.820169135429927920e-02 5.987761606732326658e-02 1.981224490606586564e+00 -1.031004787817260349e+00 2.009086731252648050e+01 -2.967254236823444469e-01 -6.700825871482091189e-02
3.591241193856150593e-01 2.214618001492476651e+01 1.120281656542984061e-01 8.495517669259122773e-02 7.064114881710654714e-01 -8.224747522259798216e-02 1.429180465902456926e-02 1.108466199751869219e+00 -3.142971118078255466e-02 2.203600381112187279e+01 1.358350047093847546e-01 -5.321317098527654499e-02
3.817251632218235935e-01 2.263288345863972850e+01 1.246477595121368437e-01 -5.592540445083069578e-01 6.561913431086374704e-01 1.158807602335902992e-01 3.352814908109543607e-02 2.836233783932055275e+00 -1.045991110904373578e+00 2.259106203101157107e+01 -4.262257958045331113e-02 1.189749962290146540e-01
3.973415820809799159e-01 2.186437279911843490e+01 1.373663693902032745e-01 8.328779910157459998e-01 3.450887396575093025e-01 -5.783121301485672633e-02 5.360932088291960051e-02 3.444903637883115266e+00 1.020349063068687750e-01 2.200516146549404439e+01 6.545353403345538501e-01 -9.804606649033761889e-02
2.552573609135754262e-01 2.096041988857080440e+01 8.798332102852894632e-02 3.545367998766175699e-01 5.717605174691255954e-01 -6.183786425788359575e-02 1.435754478868099884e-02 1.697613342971531658e+00 -8.744297142258209421e-01 2.095032796110040962e+01 4.967900394873336345e-01 -6.365926432051773054e-02
4.544622008149978853e-02 1.724184655524841503e+01 9.157572880470257748e-02 -1.304210904505902491e-01 3.607538097631254881e-01 -7.081747446667296941e-02 3.353150308350860698e-02 1.674944933499431077e+00 -9.439365134677005775e-01 1.720680095166881785e+01 -6.674513114210970377e-01 -4.665528521094852027e-02
3.548062257502790917e-01 2.146096151847944711e+01 1.241124230605848977e-01 1.212655526763137592e+00 3.260713774550029198e-01 -8.902184515257624553e-02 2.816817696711917951e-02 9.782736141758042736e-01 -7.524581788452544551e-01 2.158931452851766153e+01 1.204956240049345206e+00 -1.019526519782577995e-01
4.910836889629939250e-01 2.279090208816342056e+01 1.175639568750868197e-01 -1.351788673241419270e+00 3.909005726156021265e-01 -8.070978134614037458e-02 6.191130770349677348e-02 8.877333005895471363e-01 -4.169528470356550498e-01 2.294423558088291415e+01 -1.731378538993258331e+00 -6.186067637281476850e-02
4.859294713455633019e-01 2.276040844580084865e+01 1.049003440325883413e-01 -3.433646169120783964e-02 7.956240423587035426e-02 -1.026737432397741845e-01 3.406820974355302678e-02 2.870772188959541893e+00 -8.449546109809792371e-01 2.270923751784739508e+01 -4.322621258360732216e-02 -6.650616920124710618e-02
3.773051293131958195e-01 2.245195783224417951e+01 1.370128795141534739e-01 4.928653349703692593e-02 1.918729605022467255e-01 5.613004584591935187e-03 4.541665416070155004e-02 1.490028238224519574e+00 7.378963769656012861e-01 2.221272302104775065e+01 -4.989496429758456114e-02 6.503032459546850830e-02
7.096419419195665323e-01 2.388453338289610883e+01 1.127951498262964869e-01 1.677610602763623948e-01 6.683975780235111852e-01 7.921533963312826776e-03 4.171872973790544809e-02 3.679221305882755644e+00 8.229602945206675457e-01 2.364225444523926356e+01 -8.903973576058138439e-02 -4.985710751722452483e-02
4.502622121125184895e-01 2.249908566073479932e+01 1.004460066889092812e-01 7.200894446076790967e-01 7.246597052807771111e-02 9.770074953935156681e-03 2.476918411941577899e-02 3.529634252870096134e+00 -6.857880678895080795e-01 2.239466530876127237e+01 6.990310583166297054e-01 -3.494425862109151043e-02
3.326720883663533135e-01 2.210346028804677587e+01 1.444910240961720660e-01 1.582907063307935402e+00 4.670388098993179526e-01 1.213174930336386320e-01 6.937710256924020658e-02 1.648013646076408101e+00 -9.646056612116106210e-01 2.206251830152862325e+01 9.888645436058528526e-01 1.161591542055184362e-01
6.420935348344418703e-01 2.359815074911024979e+01 9.035779633591313476e-02 1.400630388070406962e+00 3.895266699709951097e-01 1.325391789662540842e-01 4.826881481071890190e-02 5.445196816693214092e-01 -6.860353835918376886e-01 2.361259745710715308e+01 9.799757850642877299e-01 1.064650311303951130e-01
4.760316728714469869e-01 2.279064528913984233e+01 1.107946932665426348e-01 -1.803423837655067530e+00 3.981190586309218959e-01 -1.994666628514257800e-02 2.093978309383346184e-02 2.086724844868661943e+00 -9.435673794349065391e-01 2.281329604058691984e+01 -1.355939583926277558e+00 -7.215488773219966290e-03
1.953614568458393597e-01 2.050054535555782209e+01 1.344960953533635983e-01 2.182968002362300375e+00 3.158407821862970755e-01 7.132934905165216888e-02 2.927796783183587645e-02 3.792190082564485198e+00 1.143700722819600557e+00 2.038589110702043072e+01 1.775397506058288055e+00 8.978745199068979832e-02
1.822794417609843731e-01 2.055724856205989326e+01 1.281684507972473130e-01 -6.358554701489820271e-01 5.148884541102268786e-01 -5.471610393980512466e-02 5.349521189223979678e-02 5.662251550458990978e-01 -6.664483931509004311e-01 2.046112070229333924e+01 -2.289949909830054087e-01 -6.048339850160572295e-02
1.820142922200204405e-01 2.009213381205762516e+01 1.129151111645492200e-01 -5.872828995521541806e-01 1.905713726213422166e-01 -8.658624675329419651e-02 2.910424348617403345e-02 2.786323941688492400e+00 -8.726366609994432588e-01 2.023084413984251739e+01 -4.882195193814868328e-01 -8.317691120852040154e-02
2.148235153874399339e-01 2.114437355269523167e+01 1.095450460240466189e-01 -1.900146061917410423e+00 1.505307029484737047e-01 3.884257219956855495e-02 3.528203529876118572e-02 5.378875588687193954e+00 5.108770561874037552e-01 2.125775675946597332e+01 -1.803304943732960020e+00 1.916078683518253334e-02
7.339013858366755239e-02 1.828805957917401770e+01 1.045614880141336189e-01 -8.636482221821937255e-01 2.485091427827288979e-01 -9.577756216262600653e-02 4.164433909737046829e-02 3.807169769554378025e+00 -1.227514470933454227e+00 1.810273892430181775e+01 -2.590095901912279341e-01 -1.048212383100952799e-01
